 2.245e+00,-6.026e+00, 1.537e+01,-1.963e+01, 1.024e+01, 7.995e-01, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00
-2.087e+00, 2.237e+01,-3.340e+01, 1.995e+01,-6.679e+00, 4.113e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00
 6.342e-01,-4.846e-01,-3.029e+00, 7.295e+00,-5.940e+00, 9.548e-01, 7.822e-01, 8.480e-02, 0.000e+00, 0.000e+00
 5.070e+02, 2.071e+00,-1.311e+03,-4.739e+01, 1.856e+03, 2.074e+02,-2.635e+03, 1.616e+03, 0.000e+00, 0.000e+00
 8.816e+00, 4.539e+00, 7.013e+01,-2.130e+02,-2.879e+02, 1.688e+03,-2.131e+03, 9.010e+02, 0.000e+00, 0.000e+00
 2.943e+00,-5.972e+00, 4.375e+00, 7.232e-01,-4.314e+00, 3.702e+00, 0.000e+00, 0.000e+00, 0.000e+00, 0.000e+00
 3.314e+00,-2.342e+00,-3.052e+00, 2.811e-01, 3.364e+00,-1.479e+00, 2.329e-01,-9.201e-03, 0.000e+00, 0.000e+00
 2.788e+00,-7.700e+00, 7.348e+00, 5.603e+00,-1.656e+01, 1.018e+01,-1.464e+00, 2.582e-01, 0.000e+00, 0.000e+00
 7.261e+00,-2.510e+01, 4.120e+01,-3.115e+01,-3.873e+00, 1.974e+01,-9.317e+00, 2.024e+00, 0.000e+00, 0.000e+00
 6.284e-01,-1.271e+00,-5.551e-02, 8.014e-01, 6.498e-01,-2.485e-01,-1.161e+00, 6.623e-01, 0.000e+00, 0.000e+00
 2.283e+01,-1.915e+01,-3.365e+01, 2.546e+01, 1.739e+01,-6.712e-01,-1.974e+01, 9.965e+00, 0.000e+00, 0.000e+00
 5.213e+01,-9.260e+01, 2.418e+01, 3.294e+01,-1.254e+01,-1.678e+00, 1.024e+00, 5.022e-01, 0.000e+00, 0.000e+00
 3.239e+01,-3.624e+01,-4.426e+01, 3.125e+01, 5.079e+01, 1.752e+01,-7.809e+00,-1.339e+01,-1.183e+02, 9.378e+01
 2.854e-01, 7.693e-01,-3.158e+00, 1.598e+00, 3.548e+00,-6.521e-01,-6.483e+00, 4.287e+00, 0.000e+00, 0.000e+00
 1.122e+00,-2.866e+00, 2.354e+00,-1.426e-01,-8.271e-01, 3.506e-01,-5.443e-02, 1.259e-01, 0.000e+00, 0.000e+00
 2.462e+00,-1.790e+00, 3.867e+00,-3.007e+00,-4.280e+00, 1.902e-01, 3.362e+00,-2.156e-01, 0.000e+00, 0.000e+00
 5.051e-01, 5.552e-01,-2.510e+00, 3.469e-01, 2.473e+00, 6.114e-01,-3.848e+00, 2.027e+00, 0.000e+00, 0.000e+00
 1.520e+01,-4.018e+01, 4.414e+01,-1.963e+01,-1.360e+01, 2.527e+01,-1.261e+01, 2.730e+00, 0.000e+00, 0.000e+00
 5.802e+00,-1.554e+01, 5.253e+00, 1.844e+01,-1.812e+00,-2.018e+01,-4.611e+00, 1.394e+01, 0.000e+00, 0.000e+00
 5.658e+01,-1.065e+02, 1.231e+02,-1.624e+02, 9.453e+01, 5.127e+01,-7.773e+01, 2.937e+01, 0.000e+00, 0.000e+00
 4.328e+01,-1.085e+02, 1.808e+02,-1.343e+02,-3.861e+01, 4.667e+01, 6.943e+00, 1.776e+01, 0.000e+00, 0.000e+00
